repo,pr_number,text,label,subcategory
DefinitelyTyped/DefinitelyTyped,73554,@MartynasZilinskas @theruther4d @Jessidhia please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73552,@samantharamon Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73552,@OfficeDev @Rick-Kirkham @AlexJerabek @ElizabethSamuel-MSFT @alison-mk please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73551,@ElizabethSamuel-MSFT Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73551,@OfficeDev @Rick-Kirkham @AlexJerabek @alison-mk @samantharamon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73548,@SkepticMystic Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73548,@ncovercash please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73548,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73548,@SkepticMystic: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73548,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73545,@hi-ogawa Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73545,@MartynasZilinskas @theruther4d @Jessidhia @eps1lon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73544,@robobun Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73544,@Jarred-Sumner @dylan-conway @nektro @RiskyMH @alii please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Risk Awareness
DefinitelyTyped/DefinitelyTyped,73544,@robobun: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73544,ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73543,@quisido Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73543,"Hey @quisido,",Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73543,"unamused: Your PR doesn't modify any tests, so it's hard to know what's being fixed, and your changes might regress in the future. Please consider ( to cover the change you're making. Including tests allows this PR to be merged by yourself and the owners of this module.",Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73543,@Methuselah96 @zhanghaocong @mathieudutour please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73543,":hourglass_flowing_sand: Hi @quisido,",Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73543,@quisido: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73543,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73542,@everurstruly Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73542,"@everurstruly you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73542,@everurstruly: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73542,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73541,@ElizabethSamuel-MSFT Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73541,@OfficeDev @Rick-Kirkham @AlexJerabek @alison-mk @samantharamon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73541,@ElizabethSamuel-MSFT The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73541,@ElizabethSamuel-MSFT The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73541,@Rick-Kirkham Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73540,@ElizabethSamuel-MSFT Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73540,@OfficeDev @Rick-Kirkham @AlexJerabek @alison-mk @samantharamon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73539,@henrythasler Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73539,There are too many reviewers for this PR change . Merging can only be handled by a DT maintainer.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73539,@henrythasler: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73539,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73532,@0rierel Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73532,"@0rierel you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73532,@0rierel The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73532,@0rierel: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73532,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73530,@R3gardless Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73530,@zakki @periklis @kbumsik @lourd please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73530,"Hi @zakki @periklis @kbumsik @lourd, would you mind reviewing this PR when you have a chance?",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73530,"Re-ping @zakki, @periklis, @kbumsik, @lourd:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73530,@R3gardless: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73530,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73524,@Renegade334 Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73524,@Microsoft @jkomyno @r3nya @btoueg @touffy @mohsen1 @galkin @eps1lon @WilcoBakker @chyzwar @trivikr @yoursunny @qwelias @ExE-Boss @peterblazejewicz @addaleax @victorperin @NodeJS @LinusU @wafuwafu13 @mcollina @Semigradsky @anonrig please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73524,"Re-ping @Microsoft, @jkomyno, @r3nya, @btoueg, @touffy, @mohsen1, @galkin, @eps1lon, @WilcoBakker, @chyzwar, @trivikr, @yoursunny, @qwelias, @ExE-Boss, @peterblazejewicz, @addaleax, @victorperin, @NodeJS, @LinusU, @wafuwafu13, @mcollina, @anonrig:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73524,@Renegade334: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73524,Ready to merge.,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73521,@eps1lon Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73521,@craigwduckett @gabrieldonadel please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73516,@JStaplesREDspace Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73516,@joeyparrish @juliandomingo @theodab @Serabe @brandonrisell @marcoreni please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73516,@JStaplesREDspace: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73516,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73516,"@JStaplesREDspace, thank you so much for contributing!",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73515,@SukkaW Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73515,@pimterry please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73515,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73515,@pimterry also thanks for your instant review!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73513,@hkleungai Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73513,@hiraash please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73513,@hkleungai: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73513,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73510,@alexfauquette Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,@johnnyreilly @bbenezech @pzavolinsky @ericanderson @DovydasNavickas @theruther4d @guilhermehubner @ferdaber @jrakotoharisoa @pascaloliv @hotell @franklixuefei @Jessidhia @saranshkataria @lukyth @eps1lon @zieka @dancerphil @dimitropoulos @disjukr @vhfmag @priyanshurav @Semigradsky @mattpocock please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,@alexfauquette One or more reviewers has requested changes. Please address their comments. I'll be back once they sign off or you've pushed new commits. Thank you!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,> Why only for React 18?,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,@alexfauquette The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,@alexfauquette The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,"Here I'm lost, I don't see how my modification could be related to the test failing",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,@alexfauquette The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,Failure is already on master. Fixing that separately.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,"This PR broke publishing for some reason; this PR touched react 15 for the first time in a while and now the publisher is trying to publish 15.7.32, which _is_ the next version, yet npm is reporting that it already exists which it most surely does not (",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,"Hopefully, fixed in the next publish.",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73510,on types/react/v18/index.d.ts:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73508,@ElizabethSamuel-MSFT Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73508,@OfficeDev @Rick-Kirkham @AlexJerabek @alison-mk @samantharamon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73506,@QuixThe2nd Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73506,"Hey @QuixThe2nd,",Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73506,"unamused: Your PR doesn't modify any tests, so it's hard to know what's being fixed, and your changes might regress in the future. Please consider ( to cover the change you're making. Including tests allows this PR to be merged by yourself and the owners of this module.",Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73506,@niieani @tlaziuk @gjuchault @cheeseandcereal please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73506,@QuixThe2nd One or more reviewers has requested changes. Please address their comments. I'll be back once they sign off or you've pushed new commits. Thank you!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73506,@cheeseandcereal Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73506,@QuixThe2nd: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73506,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73505,@PtPrashantTripathi Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,@zakki @periklis @kbumsik @lourd please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,@PtPrashantTripathi The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,@PtPrashantTripathi The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,@PtPrashantTripathi The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,"Re-ping @zakki, @periklis, @kbumsik:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,@typescript-bot @sheetalkamat,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73505,@lourd Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73505,@PtPrashantTripathi: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73505,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73505,on types/emscripten/tsconfig.json:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73505,on types/emscripten/tsconfig.json:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73503,@backflip Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73503,@pdcastro please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73503,@backflip The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73503,@backflip: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73503,"> Well, that came out of the blue! It looks like I definitely submitted a DefinitelyTyped PR 6 years ago , about an npm package apparently called who knew? and now I am forever responsible for it. Cool!",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73503,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73502,@mnaoumov Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73502,@leonard-thieu @palmfjord @ExE-Boss please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73502,"No, I was wrong. Even with my fix I still get",Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73501,#,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73501,#,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73501,@dependabot Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73501,"@dependabot there are no owners, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73499,@screendriver Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73499,"@screendriver you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73499,@liuwenzhuang Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73499,Re-ping @ anyone? :,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73499,@screendriver: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73499,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73499,on types/umami-browser/index.d.ts:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73499,on types/umami-browser/index.d.ts:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73498,"@github-actions Thank you for submitting this PR!From one bot to another, beep bloop boople bloop.",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73498,@KonstantinSimeonov @vakrilov @PetarMetodiev @Talent30 @linn-gith @nkprince007 @smajl @massic80 @BekYahia please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73498,"My account's been renamed, guys. @nkprince007 => @naveenkumarsangi",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73497,@unknown015545 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73497,"Hey @unknown015545,",Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73497,"unamused: Your PR doesn't modify any tests, so it's hard to know what's being fixed, and your changes might regress in the future. Please consider ( to cover the change you're making. Including tests allows this PR to be merged by yourself and the owners of this module.",Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73497,@CaselIT please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73497,@unknown015545: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73497,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73495,@screendriver Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,@ncovercash please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,@screendriver The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,@screendriver The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,@screendriver The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,@screendriver The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73495,I think updating it to reflect reality would be best. I'm no longer using umami so I'm not on top of what's happened with it over the past few years,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73495,I will take care of it in package.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73493,@shahzada967 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73493,"@shahzada967 there are no owners, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73493,@shahzada967 The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73493,Close,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73490,@AndreFavotto Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73490,@chrisgervang @martinduparc @frederikaalund @taoqf @Dadstart @szechyjs @soorajpudiyadath @jonfreedman @meganrm @milesjos @skippercool @marnett-git @peterblazejewicz @brammitch @blizzardjessica @olegshilov @PabloGracia @jvgogh @jpabdou @mrtnbrst please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73490,Reopening this PR in a new branch on my fork,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,@MystiaFin Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,"@MystiaFin you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,@MystiaFin The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,@MystiaFin The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,@MystiaFin The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73488,@MystiaFin: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73488,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73487,@dli7319 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73487,@robrohan @RaananW @capnmidnight @sorskoot please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73487,"Re-ping @robrohan, @RaananW, @capnmidnight, @sorskoot:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73487,@dli7319: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73487,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73484,@alexr00 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73484,@microsoft please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,@achubai Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,@jnbt @j-fro @gazaret @GuillaumeAmat @VitorLuizC @egarrett94 please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,@achubai The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,@achubai The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,"Re-ping @jnbt, @j-fro, @gazaret, @GuillaumeAmat, @VitorLuizC, @egarrett94:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,@achubai: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73482,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73481,@altie122 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73481,"@altie122 you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73481,@altie122: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73481,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73480,@davidparsson Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73480,@borisyankov @theodorejb @lukas-zech-software @Engineer2B @cyungmann @Roaders @devoto13 @fdim @kolodny @stephenfarrar @djungowski @chivesrs @kirjs @Semigradsky please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,@jamesbvaughan Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,@calebegg @hlthi @OrIOg please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,are these for the same issue?,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,> #73403 are these for the same issue?,Constructive Positive,Clarity & Context
